GSIName,OrigName,SrcName,Type,Depth_m,Dpth-Rck_m,DTRConfid,DrillDate,Easting,Northing,Loc_Acc,Townland,Town,County,SixInShtNo,SourceUse,YldClass,ProdClass,Yield_m3d,Abstr_m3d,Ovrflw_m3d,AbstrDDm,SC_m3dm,cas1dia_mm,Wtrstrk1_m,Wtrstrk2_m,Wtrstrk3_m,Wtrstrk4_m,Wtrloss1_m,GenComms,DrillComms,CasingComs,DEPTH
2623NWW073,,Meath Co. Co.,Dug well,7.3,,Bedrock Not Met,,266650,248040,to 100m,NEWTOWN,,Meath,41,Public supply (Co Co),Poor,,10.1,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 732/14,,51to500m
2623NWW074,,Meath Co. Co.,Dug well,7.3,,Bedrock Not Met,,267040,248600,to 100m,BALLINA,,Meath,41,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 725/514,,51to500m
2623NWW075,,,Dug well,4.9,,Bedrock Not Met,,265950,248780,to 100m,CLONDALEE BEG,,Meath,41,Public supply (Co Co),Poor,,8.7,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 727/514,,51to500m
2623NWW076,,Meath Co. Co.,Dug well,5.2,,Bedrock Not Met,,266360,249830,to 100m,CLONDALEE MORE,,Meath,41,Public supply (Co Co),Poor,,10.9,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 734/513,,51to500m
2623NWW077,,Meath Co. Co.,Dug well,2.7,,Bedrock Not Met,,263640,246460,to 100m,KILWARDEN,,Meath,41,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 102/14,,51to500m
2623NWW078,,Meath Co. Co.,Dug well,3.7,,Bedrock Not Met,,261490,245700,to 100m,HARDWOOD,,Meath,46,Domestic use only,Moderate,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 107/14,,51to500m
2623NWW079,,,Borehole,27.4,9.0,Bedrock Met,,260570,244830,to 100m,HARDWOOD,,Meath,41,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,,,51to500m
2623NWW080,,Meath Co. Co.,Dug well,5.5,,Bedrock Not Met,,262200,244650,to 100m,ARDNAMULLAN,,Meath,46,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 101/9,,51to500m
2623NWW081,,Meath Co. Co.,Borehole,17.7,,DTB Unknown,,261860,243460,to 100m,TICROGHAN,,Meath,46,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 104/519,,51to500m
2623NWW082,,Meath Co. Co.,Dug well,5.1,,Bedrock Not Met,,263180,242600,to 100m,TICROGHAN,,Meath,46,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 109/520,,51to500m
2623NWW083,,Meath Co. Co.,Dug well,6.7,,Bedrock Not Met,,263690,243860,to 100m,TICROGHAN,,Meath,46,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 108/520,,51to500m
2623NWW084,,Meath Co. Co.,Dug well,7.5,,Bedrock Not Met,,264730,245070,to 100m,TOWLAGHT,,Meath,47,Public supply (Co Co),Poor,,11.8,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 150/9,data from Geoex 1977,51to500m
2623NWW085,,Meath Co. Co.,Dug well,,,,,263500,244820,to 100m,TOWLAGHT,,Meath,47,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 152/9,,51to500m
2623NWW086,,Meath Co. Co.,Dug well,2.7,,Bedrock Not Met,,263860,246390,to 100m,KILWARDEN,,Meath,41,Public supply (Co Co),,,,,,,,910.0,,,,,,Co. Co. Hand Pump,Map ref. 151/14,,51to500m
2623NWW087,,Meath Co. Co.,Dug well,20.7,,Bedrock Not Met,,261860,243460,to 100m,TICROCHAN,,Meath,46,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 105/58,,51to500m
2623NWW088,,Meath Co. Co.,Dug well,,,,,263410,244870,to 100m,ARDNAMULLAN,,Meath,46,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 153/9,,51to500m
2623NWW089,,Meath Co. Co.,Dug well,4.9,,Bedrock Not Met,,266030,244420,to 100m,MULPHEDDER,,Meath,47,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,"Map ref. 34/394
'Fraine' on sheet!!",,51to500m
2623NWW090,,Meath Co. Co.,Borehole,10.4,,Bedrock Not Met,,273560,243990,to 100m,BALLINDERRY,,Meath,48,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 711/549,,51to500m
2623NWW091,,,Borehole,16.8,6.0,Bedrock Met,,267860,246800,to 100m,BLACKSHADE,,Meath,41,Public supply (Co Co),Poor,,10.0,10.0,,,,,,,,,,Co. Co. Hand Pump,,,51to500m
2623NWW092,,Meath Co. Co.,Dug well,,,,,267820,246850,to 100m,BLACKSHADE,,Meath,41,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 735/538,,51to500m
2623NWW093,,Meath Co. Co.,Dug well,7.3,,Bedrock Not Met,,269450,249780,to 100m,DONORE,,Meath,41,Public supply (Co Co),Poor,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 729/15,,51to500m
2623NWW094,,Meath Co. Co.,Dug well,5.0,,Bedrock Not Met,,268890,248830,to 100m,BALLYADAMS,,Meath,41,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 731/15,,51to500m
2623NWW095,,Meath Co. Co.,Dug well,3.4,,Bedrock Not Met,,273670,242350,to 100m,KILMURRY,,Meath,48,Public supply (Co Co),Poor,,8.7,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 716/8,,51to500m
2623NWW286,Warm Spring   1008W,Ardanew,Spring,,,,,273460,248870,to 100m,CASTLERICKARD,,Meath,42,Unknown,Low Spring,,,,,,,,,,,,,,accuracy reported as 100m,Temp range  12  - 14 degrees C,51to500m
2623NWW287,Warm Spring  1007W,St Gormans Well,Spring,,,,,274010,244120,to 100m,BALLYNAKILL,,Meath,48,Unknown,Low Spring,,,,,,,,,,,,,,accuracy reported as 100m,Temp range  17  - 23 degrees C    High winter out put   1244  m3/d   jan  1982,51to500m
2625NEW003,ILC 1704,Land Commission,Borehole,20.1,,DTB Unknown,01/03/1973,275220,264030,to 100m,RATHCARRAN,,Meath,30,,Moderate,III,78.0,,,2.8,27.9,,,,,,,125 mm PVC.,,,51to500m
2625NEW069,,MEATH CO. CO. PUMP,Dug well,4.1,,Bedrock Not Met,13/11/1945,284350,261550,to 100m,BALBRADAGH,,Meath,31,,Poor,,19.6,,,,,,,,,,,SWL was 1.3m at depth of 4.14m on 8/7/57. Well couldn't be emptied,,,51to500m
2625NEW079,No. 1201/352,,Dug well,8.8,,Bedrock Not Met,,282670,267270,to 100m,ARDBRACCAN,,Meath,24,Public supply (Co Co),Poor,,6.5,,,,,,,,,,,Co. Co. Hand Pump. Estimated minimum yield = 6.5 m3/d.,Map ref. 1201/352,,51to500m
2625NEW080,No. 1202/357,Meath Co. Co.,Dug well,8.8,,Bedrock Not Met,,282690,268190,to 100m,ARDBRACCAN,,Meath,24,Public supply (Co Co),Poor,,6.5,,,,,,,,,,,Co. Co. Hand Pump.  Estimated minimum yield = 6.5m3/d.,Map ref. 1202/357,,51to500m
2625NEW081,No. 1203/352,Meath Co. Co.,Dug well,11.6,,Bedrock Not Met,,282220,269450,to 100m,ARDBRACCAN,,Meath,24,Public supply (Co Co),Poor,,6.5,,,,,,,,,,,Co. Co. Hand Pump. Estimated minimum yield = 6.5 m3/d.,Map ref. 1203/352,,51to500m
2625NEW082,No. 1205/18,Meath Co. Co.,Borehole,27.1,,DTB Unknown,,286720,264920,to 100m,BALREASK,,Meath,24,Public supply (Co Co),Poor,,6.5,,,,,,,,,,,CO. CO. HAND PUMP.  Estimated Minimum Yield = 6.5 m3/d.,Map ref. 1205/18,,51to500m
2625NEW083,No. 1206/356,Meath Co. Co.,Dug well,3.5,,Bedrock Not Met,,280040,267760,to 100m,NEILLSTOWN,,Meath,24,Public supply (Co Co),Poor,,5.5,,,,,,,,,,,CO. CO. HAND PUMP.  Estimated Minimum Yield = 5.5 m3/d.,Map ref. 1206/356,,51to500m
2625NEW084,No. 1207/60,Meath Co. Co.,Borehole,21.3,,DTB Unknown,,284150,266350,to 100m,BOYERSTOWN,,Meath,24,Public supply (Co Co),Poor,,5.5,,,,,,,,,,,CO. CO. HAND PUMP.  Estimated Minimum Yield = 5.5m3/d.,Map ref. 1207/60,,51to500m
2625NEW085,No. 1208/352,Meath Co. Co.,Dug well,4.4,,Bedrock Not Met,,282680,265500,to 100m,BOYERSTOWN,,Meath,24,Public supply (Co Co),Poor,,6.5,,,,,,,,,,,CO. CO. HAND PUMP.  Estimated Minimum Yield = 5.5 m3/d.,Map ref. 1208/352,,51to500m
2625NEW086,No. 1211/60,Meath Co. Co.,Dug well,4.6,,Bedrock Not Met,,281530,265000,to 100m,HALLSTOWN,,Meath,24,Public supply (Co Co),Poor,,6.5,,,,,,,,,,,CO. CO. HAND PUMP.  Estimated Mininimum Yield = 6.5 m3/d.,Map ref. 1211/60,,51to500m
2625NEW087,No. 1212/341,Meath Co. Co.,Borehole,21.3,,DTB Unknown,,285270,265470,to 100m,HANLONSTOWN,,Meath,24,Public supply (Co Co),Poor,,5.5,,,,,,,,,,,CO. CO. HAND PUMP. Estimated Minimum Yield = 5.5 m3/d.,Map ref. 1212/341,,51to500m
2625NEW088,No. 1216/,Meath Co. Co.,Borehole,36.6,,DTB Unknown,,279550,267400,to 100m,DURHAMSTOWN,,Meath,24,Public supply (Co Co),,,,,,,,,,,,,,CO. CO. HAND PUMP,Map ref. 1216/,,51to500m
2625NEW089,No. 1218/358,Meath Co. Co.,Dug well,9.1,,Bedrock Not Met,,279620,265610,to 100m,ONGENSTOWN,,Meath,24,Public supply (Co Co),Poor,,6.5,,,,,,,,,,,CO. CO. HAND PUMP.,Map ref. 1218/358,,51to500m
2625NEW090,No. 1219/359,Meath Co. Co.,Dug well,2.3,,Bedrock Not Met,,281570,265940,to 100m,ONGENSTOWN,,Meath,24,Public supply (Co Co),Poor,,5.5,,,,,,,,,,,CO. CO. HAND PUMP.  Estimated Minimum Yield = 5.5 m3/d.,Map ref. 1219/359,,51to500m
2625NEW091,No. 1220/60,Meath Co. Co.,Dug well,4.0,,Bedrock Not Met,,280040,265110,to 100m,ONGENSTOWN,,Meath,24,Public supply (Co Co),,,,,,,,,,,,,,CO. CO. HAND PUMP,Map ref. 1220/60,,51to500m
2625NEW092,No. 1222/355,Meath Co. Co.,Borehole,16.2,6.7,Bedrock Met,,280970,268230,to 100m,DURHAMSTOWN,,Meath,24,Public supply (Co Co),Poor,,5.5,,,,,,,,,,,CO. CO. HAND PUMP.  Estimated Minimum Yield = 5.5 m3/d.,Map ref. 1222/355,,51to500m
2625NEW093,No. 1223/358,Meath Co. Co.,Dug well,6.7,,Bedrock Not Met,,282260,267690,to 100m,ARDBRACCAN,,Meath,24,Public supply (Co Co),,,,,,,,,,,,,,CO. CO. HAND PUMP,Map ref. 1223/358,,51to500m
2625NEW094,No. 1281/362,,Dug well,4.0,,Bedrock Not Met,,284920,264480,to 100m,GAINSTOWN,,Meath,31,Public supply (Co Co),Poor,,6.5,,,,,,,,,,,CO. CO. HAND PUMP. Estimated Minimum Yield = 6.5 m3/d.,,,51to500m
2625NEW095,,,Dug well,5.2,,Bedrock Not Met,,283510,263470,to 100m,RATAINE,,Meath,25,Public supply (Co Co),,,,,,,,,,,,,,CO. CO. HAND PUMP,,,51to500m
2625NEW096,No. 1283/353,Meath Co. Co.,Dug well,5.2,,Bedrock Not Met,,280800,269000,to 100m,DURHAMSTOWN,,Meath,24,Public supply (Co Co),Poor,,7.6,,,,,,,,,,,CO. CO. HAND PUMP.  Estimated Minimum Yield = 7.6 m3/d.,Map ref. 1283/353,,51to500m
2625NEW097,No. 1284/357,Meath Co. Co.,Dug well,5.0,,Bedrock Not Met,,282020,267830,to 100m,ARDBRACCAN,,Meath,24,Public supply (Co Co),Poor,,6.5,,,,,,,,,,,CO. CO. HAND PUMP.  Estimated Minimum Yield = 6.5 m3/d.,Map ref. 1284/357,,51to500m
2625NEW098,,Meath Co. Co.,Dug well,6.1,,Bedrock Not Met,,288870,267520,to 100m,BAILIS,,Meath,25,Public supply (Co Co),Poor,,7.1,,,,,,,,,,,CO. CO. HAND PUMP.  Estimated Minimum Yield = 7.1 m3/d,Map ref. 1241/388,,51to500m
2625NEW099,,Meath Co. Co.,Dug well,5.5,,DTB Unknown,,287920,265190,to 100m,BALREASK OLD,,Meath,31,Public supply (Co Co),,,,,,,,,,,,,,CO. CO. HAND PUMP,Map ref. 1242/362,,51to500m
2625NEW100,,Meath Co. Co.,Dug well,9.9,,Bedrock Not Met,,285370,266650,to 100m,COMMONS,,Meath,25,Public supply (Co Co),Poor,,7.1,,,,,,,,,,,CO. CO. HAND PUMP.  Estimated Minimum Yield = 7.1 m3/d.,Map ref. 1243/360,,51to500m
2625NEW101,,Meath Co. Co.,Dug well,9.4,,Bedrock Not Met,,285520,266120,to 100m,COMMONS,,Meath,25,Public supply (Co Co),Poor,,7.6,,,,,,,,,,,CO. CO. HAND PUMP.  Estimated Minimum Yield = 7.6 m3/d.,Map ref. 1244/361,,51to500m
2625NEW102,,Meath Co. Co.,Borehole,44.8,13.0,Bedrock Met,,287750,268940,to 100m,DONAGHMORE,,Meath,25,Public supply (Co Co),Poor,,6.5,,,,,,,,,,,CO. CO. HAND PUMP.  Estimated Minimum Yield = 6.5 m3/d.,Map ref. 1245/294,,51to500m
2625NEW103,,Meath Co. Co.,Dug well,6.4,,Bedrock Not Met,,284150,267650,to 100m,KNOCKUMBER,,Meath,25,Public supply (Co Co),,,,,,,,,,,,,,CO. CO. HAND PUMP,Map ref. 1249/357,,51to500m
2625NEW104,,Meath Co. Co.,Borehole,9.1,7.6,Bedrock Presumed,,285890,269390,to 100m,WINDTOWN,,Meath,25,Public supply (Co Co),Poor,,7.6,,,,,152.0,,,,,,CO. CO. HAND PUMP.  Estimated Minimum Yield = 7.6m3/d.,Map ref. 1255/283,,51to500m
2625NEW105,,Meath Co. Co.,Borehole,24.4,,DTB Unknown,,287220,269530,to 100m,CLONMAGADDAN,,Meath,25,Public supply (Co Co),,,,,,,,,,,,,,CO. CO. HAND PUMP,Map ref. 1256/44,,51to500m
2625NEW106,,Meath Co. Co.,Borehole,64.6,9.0,Bedrock Presumed,,288710,268950,to 100m,MORGANSTOWN,,Meath,25,Public supply (Co Co),,,,,,,,152.0,,,,,,CO. CO. HAND PUMP,Map ref. 1257/61,,51to500m
2625NEW107,,Meath Co. Co.,Dug well,7.3,,Bedrock Not Met,,288740,268080,to 100m,ATHLUMNEY,,Meath,25,Public supply (Co Co),Poor,,7.6,,,,,,,,,,,CO. CO. HAND PUMP.  Estimated Minimum Yield = 7.6 m3/d.,Map ref. 1260/734,,51to500m
2625NEW108,,Meath Co. Co.,Dug well,4.8,,Bedrock Not Met,,289640,266890,to 100m,ALEXANDER REID,,Meath,25,Public supply (Co Co),Poor,,7.6,,,,,,,,,,,CO. CO. HAND PUMP.  Estimated Minimum Yield = 7.6 m3/d.,Map ref. 1235/380,serves 4 houses,51to500m
2625NEW109,,Meath Co. Co.,Dug well,8.2,,Bedrock Not Met,,289490,265930,to 100m,ALEXANDER REID,,Meath,25,Public supply (Co Co),Poor,,7.6,,,,,,,,,,,CO. CO. HAND PUMP.  Estimated Minimum Yield = 7.6 m3/d.,Map ref. 1236/380,,51to500m
2625NEW110,,Meath Co. Co.,Dug well,5.2,,Bedrock Not Met,,285620,261150,to 100m,BECTIVE,,Meath,31,Public supply (Co Co),Poor,,7.6,,,,,,,,,,,CO. CO. HAND PUMP.  Estimated Minimum Yield = 7.6 m3/d.,Map ref. 1227/374,,51to500m
2625NEW111,,,Borehole,26.2,4.5,Bedrock Met,,289550,258550,to 100m,RINGLESTOWN,,Meath,31,Public supply (Co Co),Poor,,6.5,44.0,,,,,,,,,,CO. CO. HAND PUMP.  Estimated Minimum Yield = 5.5m3/d.,,,51to500m
2625NEW112,,,Borehole,33.5,9.1,Bedrock Met,,287050,262120,to 100m,GRANGE,,Meath,31,Public supply (Co Co),Poor,,10.0,10.0,,,,,,,,,,CO. CO. HAND PUMP.  Estimated Minimum Yield = 5.5m3/d.,,,51to500m
2625NEW113,,,Borehole,36.6,10.6,Bedrock Met,,284400,261100,to 100m,ROBINSTOWN,,Meath,31,Public supply (Co Co),Poor,,10.0,10.0,,,,,,,,,,CO. CO. HAND PUMP.  Estimated Minimum Yield = 7.1m3/d.,,,51to500m
2625NEW114,No. 70/278,Meath Co. Co.,Dug well,5.5,,Bedrock Not Met,,277030,267750,to 100m,BALRUNTAGH,,Meath,24,Public supply (Co Co),Poor,,6.0,,,,,,,,,,,CO. CO. HAND PUMP.  Estimated Minimum Yield = 6.0 m3/d.,Map ref. 70/278,,51to500m
2625NEW115,No. 71/278,Meath Co. Co.,Dug well,9.8,,Bedrock Not Met,,277710,267500,to 100m,JAMESTOWN,,Meath,24,Public supply (Co Co),Poor,,8.7,,,,,,,,,,,CO. CO. HAND PUMP.  Estimated Minimum Yield = 8.7 m3/d.,Map ref. 71/278,,51to500m
2625NEW116,No. 73/277,,Dug well,8.5,,Bedrock Not Met,,277390,279690,to 100m,MOYAGHER,,Meath,24,Public supply (Co Co),Poor,,6.5,,,,,,,,,,,CO. CO. HAND PUMP.  Estimated Minimum Yield = 6.5m3/d.,Map ref. 73/277,,51to500m
2625NEW117,,Meath Co. Co.,Borehole,45.7,9.0,Bedrock Presumed,,276710,264720,to 100m,RATHCARRAN,,Meath,30,Public supply (Co Co),,,,,,,,150.0,,,,,,CO. CO. HAND PUMP,,,51to500m
2625NEW118,,Meath Co. Co.,Borehole,18.9,,DTB Unknown,,276240,263090,to 100m,RATHCARRAN,,Meath,30,Public supply (Co Co),,,,,,,,,,,,,,CO. CO. HAND PUMP,,,51to500m
2625NEW119,No. 76/59,Meath Co. Co.,Dug well,4.1,,Bedrock Not Met,,276460,266410,to 100m,RATHMORE,,Meath,24,Public supply (Co Co),,,,,,,,,,,,,,CO. CO. HAND PUMP AT Christy Duignan's House,Map ref. 76/59,,51to500m
2625NEW120,No. 77/59,Meath Co. Co.,Dug well,3.2,,Bedrock Not Met,,278030,265630,to 100m,RATHMORE,,Meath,24,Public supply (Co Co),,,,,,,,,,,,,,CO. CO. HAND PUMP,Map ref. 77/59,,51to500m
2625NEW121,,Meath Co. Co.,Dug well,4.6,,Bedrock Not Met,,276450,264150,to 100m,WARDSTOWN,,Meath,30,Public supply (Co Co),Poor,,6.5,,,,,,,,,,,CO. CO. HAND PUMP.  Estimated Minimum Yield = 6.5m3/d.,Map ref. 78/348,,51to500m
2625NEW122,No. 79/279,Meath Co. Co.,Dug well,6.7,,Bedrock Not Met,,276900,266950,to 100m,JAMESTOWN,,Meath,24,Public supply (Co Co),Poor,,7.6,,,,,,,,,,,CO. CO. HAND PUMP.  Estimated Minimum Yield = 7.6 m3/d.,Map ref. 79/279,,51to500m
2625NEW127,,Meath Co. Co.,Borehole,16.2,,DTB Unknown,,286530,264480,to 100m,PHILPOTSTOWN,,Meath,31,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,,,51to500m
2625NEW129,No. 1210/356,MEATH CO. CO.,Dug well,4.1,,Bedrock Not Met,,281300,264650,to 100m,HALLTOWN,,Meath,30,Public supply (Co Co),Poor,,6.5,,,,,,,,,,,Supplies 4 houses,,,51to500m
2625NWW035,,,Borehole,25.9,10.0,Bedrock Met,,274620,266860,to 100m,RATHMORE,,Meath,35,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,,,51to500m
2625NWW036,,Meath Co. Co.,Borehole,14.0,3.4,Bedrock Met,,270510,265120,to 100m,MARTINSTOWN,,Meath,29,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,,,51to500m
2625NWW037,,,Dug well,9.1,,Bedrock Not Met,,269040,260990,to 100m,FRAINE,,Meath,29,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 33/341,,51to500m
2625NWW038,,Meath Co. Co.,Dug well,10.4,,Bedrock Not Met,,271270,261340,to 100m,FRAINE,,Meath,29,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 35/728,,51to500m
2625NWW039,,Meath Co. Co.,Dug well,16.5,,DTB Unknown,,269610,262720,to 100m,CHAPEL LAND,,Meath,29,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 32/50,,51to500m
2625NWW040,,Meath Co. Co.,Dug well,4.9,,Bedrock Not Met,,269330,261900,to 100m,HIGGINSTOWN,,Meath,29,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 42/339,,51to500m
2625NWW041,,Meath Co. Co.,Dug well,14.9,,DTB Unknown,,268870,264880,to 100m,GRENNANSTOWN,,Meath,29,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 36/337,,51to500m
2625NWW042,,Meath Co. Co.,Dug well,15.2,,DTB Unknown,,270740,263330,to 100m,CASTLETOWN,,Meath,29,Public supply (Co Co),,,,,,,,,,,,,,Co. Co .Hand Pump,Map ref. 41/341,,51to500m
2625NWW044,,Meath Co. Co.,Dug well,9.1,,DTB Unknown,,272210,264130,to 100m,TOWN PARKS,Athboy,Meath,29,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,,,51to500m
2625NWW046,,Meath Co. Co.,Dug well,9.1,,DTB Unknown,,272850,262410,to 100m,MITCHELSTOWN,Athboy,Meath,29,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,,,51to500m
2625NWW047,,Meath Co. Co.,Dug well,0.9,,Bedrock Not Met,,272570,260650,to 100m,GLENMORE,Athboy,Meath,29,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,,,51to500m
2625NWW048,,,Borehole,22.9,,DTB Unknown,,272570,260380,to 100m,CLONMORE,,Meath,29,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,,,51to500m
2625NWW049,,Meath Co. Co.,Borehole,15.9,,DTB Unknown,,268220,262350,to 100m,CAUSESTOWN,,Meath,29,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 31/50,,51to500m
2625NWW050,,Meath Co. Co.,Dug well,9.1,,DTB Unknown,,272660,264360,to 100m,MULLAGHSTONES,Athboy,Meath,29,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,,,51to500m
2625NWW051,,Meath Co. Co.,Dug well,9.1,,DTB Unknown,,273300,265980,to 100m,GILLSTOWN GREAT,,Meath,23,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,,,51to500m
2625NWW052,,Meath Co. Co.,Dug well,9.1,,DTB Unknown,,272420,264720,to 100m,FOSTERSFIELDS,,Meath,29,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,,,51to500m
2625NWW053,,Meath Co. Co.,Dug well,4.6,,Bedrock Not Met,,272860,269510,to 100m,FORDSTOWN,,Meath,23,Public supply (Co Co),Poor,,7.1,,,,,,,,,,,Co. Co. Hand Pump.  Estimated Minimum Yield = 7.1 m3/d.,Map ref. 1043/273,,51to500m
2625NWW055,,Meath Co. Co.,Dug well,8.2,,DTB Unknown,,269740,264210,to 100m,MARTINSTOWN,,Meath,29,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 339/337,,51to500m
2625NWW056,,Meath Co. Co.,Dug well,9.1,,Bedrock Not Met,,269570,261900,to 100m,HIGGINSTOWN,Athboy,Meath,29,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 37/339,,51to500m
2625NWW057,,Meath Co. Co.,Dug well,10.4,,Bedrock Not Met,,267960,269680,to 100m,DREWSTOWN LITTLE,,Meath,23,Public supply (Co Co),Poor,,8.7,,,,,,,,,,,Co. Co. Hand Pump.  Estimated Minimum Yield = 8.7 m3/d.,Map ref. 1040/35,,51to500m
2625NWW070,BH 82,SSL FOR AMBASSADOR OIL,Borehole,7.6,,Bedrock Not Met,28/07/1961,274800,260050,to 100m,TULLAGHANOGE,,Meath,30,,,,,,,,,,,,,,,SP 82,,,51to500m
2625NWW071,BH 83,SSL FOR AMBASSADOR OIL,Borehole,6.1,,Bedrock Not Met,28/07/1961,274500,260300,to 100m,TULLAGHANOGE,,Meath,30,,,,,,,,,,,,,,,SP 83,,,51to500m
2625SEW016,ILC 1851,,Borehole,34.2,5.5,Bedrock Met,01/02/1979,280120,254910,to 100m,DOGSTOWN,,Meath,36,Domestic use only,Moderate,II,97.1,,,0.9,106.7,152.0,5.5,24.4,,,,,,,51to500m
2625SEW098,,Meath Co. Co.,Dug well,7.0,,Bedrock Not Met,,288170,253600,to 100m,KILTALE,,Meath,37,Public supply (Co Co),Poor,,,10.0,,,,,,,,,,Co. Co. Hand Pump,,,51to500m
2625SEW099,,Meath Co. Co.,Dug well,12.2,,Bedrock Not Met,,289780,258600,to 100m,RINGLESTOWN,,Meath,37,Public supply (Co Co),Poor,,,10.0,,,,,,,,,,Co. Co. Hand Pump,,,51to500m
2625SEW100,,Meath Co. Co.,Dug well,8.5,,Bedrock Not Met,,288800,256750,to 100m,LAMBENSTOWN,,Meath,37,Public supply (Co Co),Poor,,,10.0,,,,,,,,,,Co. Co. Hand Pump,,,51to500m
2625SEW101,,Meath Co. Co.,Borehole,36.6,,DTB Unknown,,289540,257150,to 100m,SWISSTOWN,,Meath,37,Public supply (Co Co),Poor,,,10.0,,,,,,,,,,Co. Co. Hand Pump,,,51to500m
2625SEW102,,Meath Co. Co.,Dug well,10.9,,DTB Unknown,,275610,256960,to 100m,MOATTOWN,,Meath,37,Public supply (Co Co),Poor,,,10.0,,,,,,,,,,Co. Co. Hand Pump,,,51to500m
2625SEW128,SHOT POINT 0,SSL FOR AMBASSADOR OIL,Borehole,10.6,4.6,Bedrock Presumed,01/07/1961,283410,256480,to 100m,SCURLOCKSTOWN,,Meath,37,,,,,,,,,,,,,,,SP 0,,,51to500m
2625SEW129,SHOT POINT 1,SSL FOR AMBASSASOR OIL,Borehole,19.2,6.1,,,283770,256250,to 100m,SCURLOCKSTOWN,,Meath,37,,,,,,,,,,,,,,,SP 1,,,51to500m
2625SEW130,SHOT POINT 2,SSL FOR AMBASSADOR OIL,Borehole,10.6,,Bedrock Not Met,03/07/1961,284060,256000,to 100m,SCURLOCKSTOWN,,Meath,37,,,,,,,,,,,,,,,SP 2,,,51to500m
2625SEW131,SHOT POINT 3,SSL FOR AMBASSADOR OIL,Borehole,6.7,,Bedrock Not Met,05/07/1961,284380,255800,to 100m,SCURLOCKSTOWN,,Meath,37,,,,,,,,,,,,,,,SP 3,,,51to500m
2625SEW132,SHOT POINT 4,SSL FOR AMBASSADOR OIL,Borehole,6.1,,DTB Unknown,06/07/1961,284700,255550,to 100m,FINLAGHTOWN GREAT,,Meath,37,,,,,,,,,,,,,,,SP 4,,,51to500m
2625SEW133,SHOT POINT 5,SSL FOR AMBASSADOR OIL,Borehole,28.9,3.6,Bedrock Presumed,06/07/1961,285000,255380,to 100m,ARDBRACKAN,,Meath,37,,,,,,,,,,,,,,,SP 5,,,51to500m
2625SEW134,SHOT POINT 6,SSL FOR AMBASSADOR OIL,Borehole,15.2,,DTB Unknown,07/07/1961,285250,255090,to 100m,MOUNTLAND,,Meath,37,,,,,,,,,,,,,,,SP 6,,,51to500m
