GSIName,OrigName,SrcName,Type,Depth_m,Dpth-Rck_m,DTRConfid,DrillDate,Easting,Northing,Loc_Acc,Townland,Town,County,SixInShtNo,SourceUse,YldClass,ProdClass,Yield_m3d,Abstr_m3d,Ovrflw_m3d,AbstrDDm,SC_m3dm,cas1dia_mm,Wtrstrk1_m,Wtrstrk2_m,Wtrstrk3_m,Wtrstrk4_m,Wtrloss1_m,GenComms,DrillComms,CasingComs,DEPTH
2925SWW365,TW2 (Well no. 3),Meath Co. Co.,Borehole,33.6,18.6,Bedrock Met,01/12/1983,302860,259180,to 50m,CUSHINSTOWN,KILMOON,Meath,39,Other,Good,IV,138.0,,,19.0,7.3,203.0,20.0,,,,,"Artesian 20m/d, stream 3m. Low Fe. (below detection limits).",,,1to50m
2925SWW366,,,Borehole,25.9,,DTB Unknown,01/01/1960,296280,254610,to 50m,GARRETSTOWN,,Meath,38,,Moderate,,,99.0,,,,,,,,,,,,,1to50m
2925SWW367,ILC 1385,"LAND COMMISSION, O'Toole Estate",Borehole,53.3,,DTB Unknown,,303290,253650,to 50m,SUTHERLAND,,Meath,39,,Poor,V,14.6,,,13.7,1.1,,,,,,,Poor supply.,,,1to50m
2925SWW368,,,Dug well,3.7,,Bedrock Not Met,01/01/1973,299610,259240,to 50m,MACETOWN,,Meath,32,,,,,,,,,,,,,,,Water at 0.6m.,,,1to50m
2925SWW369,,Meath Co. Co.,Dug well,3.7,3.4,Bedrock Met,,300970,259800,to 50m,SLANESTOWN,,Meath,32,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. pump.,,,1to50m
2925SWW370,,,Unknown,17.1,,DTB Unknown,,303050,259320,to 50m,CURRAGHTOWN,,Meath,33,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Pump.  O.D. estimate only.,,,1to50m
2925SWW382,,MEATH CO. CO.,Borehole,53.0,1.5,Bedrock Met,20/09/1995,303370,255750,to 50m,KNAVINSTOWN,,Meath,39,Other,,,,,,,,,,,,,,Monitoring well. Core stored at Sandyford D/H 106CALP,,,1to50m
2925SWW384,,CO. CO. HAND PUMP,Dug well,2.9,,Bedrock Not Met,,302550,255900,to 50m,KILBREW,,Meath,39,Public supply (Co Co),,,,,,,,,,,,,,"Open to pollution from field, well at ground level",,,1to50m
2925SWW386,,MEATH CO. CO.,Borehole,122.0,4.5,Bedrock Met,04/07/1995,302420,257480,to 50m,BALLYMACK,,Meath,38,,Moderate,,55.0,,,,,,,,,,,Trial Well,,,1to50m
2925SWW389,,MEATH CO. CO.,Borehole,73.1,4.6,,08/06/1995,292660,258340,to 50m,ROSS,,Meath,37,Other,Moderate,,,44.0,,,,,,,,,,Water encountered between 55m & 73m.,,,1to50m
2926SEW025,,,Dug well,2.7,,DTB Unknown,,282070,293670,to 50m,DUNHEEDA,,Meath,2,Domestic use only,,,,,,,,,,,,,,hard water,,,1to50m
2927NWW001,,MEATH CO. CO.,Borehole,,,,,291600,286280,to 50m,CREEVAGH,,Meath,7,Public supply (Co Co),,,,,,,,,,,,,,Old hand pump on well as well as pressure unit.Locked cover,,,1to50m
2927NWW002,,,Dug well,6.7,,DTB Unknown,05/11/1962,291060,280490,to 50m,RATHBRANCHURCH,,Meath,12,,,,,,,,,,,,,,,,,,1to50m
2927SEW009,,,Dug well,8.8,,Bedrock Not Met,,314180,272890,to 50m,SEVITSLAND,,Meath,21,,,,,,,,,,,,,,,Goes dry.,,,1to50m
2927SEW011,,Meath Co. Co.,Dug well,15.2,,Bedrock Not Met,,311610,271870,to 50m,ROGERSTOWN,,Meath,27,,,,,,,,,,,,,,,,,,1to50m
2927SEW017,,,Dug well,7.6,,Bedrock Not Met,01/01/1963,312820,272900,to 50m,PILLTOWN,,Meath,21,Domestic use only,,,,,,,,,,,,,,Adequate supply for 1 house.,,,1to50m
2927SEW031,,,Dug well,19.8,,DTB Unknown,,315700,269850,to 50m,BRIARLEAS,,Meath,28,Domestic use only,,,,,,,,,,,,,,DRILLER PADDY DUNNE (DUNDALK). Ref. No. 96/88.,Enquiry 96/88,,1to50m
2927SEW032,,CO. CO. PUMP.,Dug well,15.2,,Bedrock Not Met,,311700,271680,to 50m,ROGERSTOWN,,Meath,27,Public supply (Co Co),,,,,,,,,,,,,,,,,1to50m
2927SEW047,PW 2,,Borehole,61.0,0.0,Bedrock Met,01/10/1989,306050,271500,to 50m,PLATIN,,Meath,27,Industrial use,Excellent,I,3600.0,3600.0,,14.5,137.5,375.0,41.0,50.0,,,,"Well pumped continuously at 150m3/hr.
Originally TW 2",,Fissure & sand at 41-43m,1to50m
2927SEW048,PW 3,,Borehole,30.0,,DTB Unknown,01/01/1993,305900,271350,to 50m,PLATIN,,Meath,27,Industrial use,Excellent,,3600.0,3600.0,,,,,,,,,,"Stand-by well, identical to PW2.",,,1to50m
2927SEW101,TP #1,ESB Civil Works Dept,Dug well,10.4,10.4,Bedrock Met,27/04/1905,304190,274360,to 50m,OLDBRIDGE,,Meath,20,,,,,,,,,,,,,,,,"Trial pit for proposed Boyne Dam, downstream site, right bank",,1to50m
2927SEW102,TP #2,ESB Civil Works Dept,Dug well,1.1,1.1,Bedrock Met,27/04/1905,304150,274380,to 50m,OLDBRIDGE,,Meath,20,,,,,,,,,,,,,,,,"Trial pit for propsed Boyne Dam, downstream site, right bank",,1to50m
2927SEW103,TP #3,ESB Civil Works Dept,Dug well,3.4,,Bedrock Not Met,27/04/1905,304090,274410,to 50m,DOWTH,,Meath,20,,,,,,,,,,,,,,,,"Trial pit for proposed Boyne Dam, downstream site, left bank",,1to50m
2927SEW104,TP #4,ESB Civil Works Dept,Dug well,2.4,,Bedrock Not Met,27/04/1905,304050,274440,to 50m,DOWTH,,Meath,20,,,,,,,,,,,,,,,,"Trial pit for proposed Boyne Dam, downstream site, left bank",,1to50m
2927SEW105,TP #5,ESB Civil Works Dept,Dug well,1.1,1.1,Bedrock Met,27/04/1905,304000,274460,to 50m,DOWTH,,Meath,20,,,,,,,,,,,,,,,,"Trial pit for proposed Boyne Dam, downstream site, left bank",,1to50m
2927SEW106,TP #6,ESB Civil Works Dept,Dug well,6.1,,Bedrock Not Met,27/04/1905,303870,273620,to 50m,OLDBRIDGE,,Meath,20,,,,,,,,,,,,,,,,"Trial pit for proposed Boyne Dam, upstream site, right bank",,1to50m
2927SEW107,TP #7,ESB Civil Works Dept,Dug well,10.3,9.8,Bedrock Presumed,27/04/1905,303800,273630,to 50m,OLDBRIDGE,,Meath,20,,,,,,,,,,,,,,,,"Trial pit for proposed Boyne Dam, upstream site, right bank",,1to50m
2927SEW108,TP #8,ESB Civil Works Dept,Dug well,5.1,5.1,Bedrock Met,27/04/1905,303720,273640,to 50m,DOWTH,27364,Meath,20,,,,,,,,,,,,,,,,"Trial pit for proposed Boyne Dam, upstream site, left bank",,1to50m
2927SEW109,TP #9,ESB Civil Works Dept,Dug well,1.8,1.8,Bedrock Met,27/04/1905,303670,273650,to 50m,DOWTH,,Meath,20,,,,,,,,,,,,,,,,"Trial pit for proposed Boyne Dam, upstream site, left bank",,1to50m
2927SWW032,ILC 1860,,Borehole,41.4,,Bedrock Met,27/03/1979,300600,277450,to 50m,MELLIFONT,Slane,Meath,19,Agri & domestic use,Failure,,,,,,,,,,,,,"Cable tool method, drilled by Irish Land Commission.",,Well abandoned,1to50m
2927SWW036,,Meath Co. Co.,Dug well,7.6,,Bedrock Not Met,,292730,276750,to 50m,BRYANSTOWN,,Meath,19,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Pump.,,,1to50m
2927SWW037,,MEATH CO. CO.,Borehole,137.2,7.6,,01/06/1995,296440,275100,to 50m,HILL OF SLANE,,Meath,19,Other,Good,,,430.0,,,,,,,,,,,,,1to50m
2927SWW078,,,Dug well,5.5,,Bedrock Not Met,02/06/1905,291230,270540,to 50m,ARDMULCHAN,,Meath,25,Domestic use only,Failure,,,,,,,,,,,,,"supply inadequate, Dug 1980.",,,1to50m
2927SWW079,,,Borehole,53.3,,Bedrock Not Met,24/11/1994,291240,270500,to 50m,ARDMULCHAN,,Meath,25,Domestic use only,Moderate,,87.0,,,,,152.0,,,,,,"Drilled Sept 1988, pump at 44.2m bgl.",,,1to50m
2927SWW080,,,Borehole,42.7,,DTB Unknown,24/11/1994,291250,270330,to 50m,ARDMULCHAN,,Meath,25,,Failure,,,,,,,,,,,,,,,,1to50m
2927SWW081,,,Borehole,42.6,3.6,Bedrock Met,,297900,279900,to 50m,BROOMFIELD,,Meath,13,Agri & domestic use,Moderate,,54.5,,,,,54.5,30.5,,,,,,,,1to50m
2927SWW082,BH 3,,Borehole,91.4,0.0,Bedrock Met,,293560,274270,to 50m,CARRICKDEXTER,,Meath,19,Agri & domestic use,Good,,109.1,,,,,109.1,,,,,,,,,1to50m
2623NWW024,,MEATH CO. CO. SMALL SCHEME,Borehole,12.5,,DTB Unknown,,264800,245150,,TOWLAGHT,,Meath,47,Public supply (Co Co),,,,,,,,,,,,,,Supplies 20 houses.,,,1to50m
2625SWW031,,,Borehole,30.5,,DTB Unknown,,270000,257750,,RATHCORMICK,,Meath,35,Domestic use only,,,,,,,,,,,,,,,,,1to50m
2627NEW058,,,Borehole,,,DTB Unknown,22/03/1995,289140,282590,,LOBINSTOWN,,Meath,12,Public supply (Co Co),,,,,,,,,,,,,,"Well difficultt to dip.
Over 24 m deep",,,1to50m
2629SEW061,,,Borehole,106.7,12.0,Bedrock Presumed,,284010,293360,,MEATH HILL,,Meath,3,Domestic use only,,,,,,,,152.0,,,,,,Co. Co. Hand Pump,,,1to50m
2923NWW198,,,Borehole,25.6,,DTB Unknown,,301200,245250,,PIERCETOWN,,Meath,50,,,,,,,,,,,,,,,"well boes low, in rock",,,1to50m
2323NEW004,,Meath Co. Co.,Borehole,28.3,,DTB Unknown,,259790,244450,to 100m,ROSSAN,,Meath,46,Domestic use only,,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 103/518,,51to500m
2623NEW033,ILC 1449A,"Land Commission, Grehan Estate",Borehole,41.1,7.5,Bedrock Met,01/01/1971,287850,243530,to 100m,PIERCETOWN,,Meath,49,,Moderate,IV,65.5,,,5.5,11.9,152.0,,,,,,LC 1449A,,Bailer test only,51to500m
2623NEW034,ILC 1450,"Land Commission, Grehan Estate",Dug well,5.6,,Bedrock Not Met,01/01/1972,287950,243560,to 100m,PIERCETOWN,,Meath,49,,Poor,,8.8,,,,,1067.0,,,,,,LC 1450,,,51to500m
2623NEW035,ILC 1451,"Land Commission, Grehan Estate",Dug well,4.0,,Bedrock Not Met,01/10/1969,288480,243380,to 100m,PIERCETOWN,,Meath,49,,Poor,,37.5,,,1.8,18.3,,,,,,,LC 1451,,,51to500m
2623NEW082,,,Dug well,7.3,,Bedrock Not Met,,279360,249380,to 100m,CHERRYVALLEY,,Meath,42,,,,,,,,,,,,,,,,,,51to500m
2623NEW093,,Meath Co. Co.,Dug well,4.6,,Bedrock Not Met,,278400,241600,to 100m,POSSECKSTOWN,,Meath,48,,,,,,,,,,,,,,,"No. 719, Geoex well survey 1977",Map ref. 719,,51to500m
2623NEW096,TW 1,,Borehole,60.0,12.0,Bedrock Met,01/01/1984,284100,248900,to 100m,CLONMAHON,,Meath,43,Public supply (Co Co),Good,II,370.0,,,7.0,52.9,,30.0,34.0,,,,,,,51to500m
2623NEW156,,,Dug well,4.0,,Bedrock Not Met,,275350,245550,to 100m,CULLENTRY,,Meath,48,Domestic use only,,,,,,,,,,,,,,WTB/MTH 1550,,,51to500m
2623NEW271,,Meath Co. Co.,Dug well,1.5,,Bedrock Not Met,,279940,242310,to 100m,BALLINDERRIN,,Meath,48,Other,,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 710/554,,51to500m
2623NEW272,,Meath Co. Co.,Dug well,5.2,,Bedrock Not Met,,277500,241210,to 100m,ENFIELD,,Meath,48,Other,Poor,,9.8,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 712/8,,51to500m
2623NEW273,,Meath Co. Co.,Borehole,,,,,278070,245200,to 100m,BALLYNASKEA,,Meath,48,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 743/548,,51to500m
2623NEW274,,Meath Co. Co.,Borehole,16.2,,DTB Unknown,,279600,244050,to 100m,BACONSTOWN,,Meath,48,Other,Poor,,10.9,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 742/73,,51to500m
2623NEW275,,Meath Co. Co.,Dug well,,,,,280650,242650,to 100m,RATHTROANE,,Meath,48,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 741/555,,51to500m
2623NEW276,,Meath Co. Co.,Dug well,3.4,,Bedrock Not Met,,275990,242500,to 100m,NEWCASTLE,,Meath,48,Public supply (Co Co),Poor,,10.9,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 724/549,,51to500m
2623NEW277,,Meath Co. Co.,Dug well,,,,,275460,243950,to 100m,RATHCORE,,Meath,48,Domestic use only,,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 718/549,,51to500m
2623NEW278,,Meath Co. Co.,Borehole,21.3,9.8,Bedrock Met,,276700,245150,to 100m,RATHCORE,,Meath,48,Public supply (Co Co),Poor,,9.8,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 717/546,,51to500m
2623NEW279,,Meath Co. Co.,Dug well,6.7,,Bedrock Not Met,,279340,245640,to 100m,BALLYNASKEA,,Meath,48,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 740/73,,51to500m
2623NEW280,,Meath Co. Co.,Dug well,7.6,,Bedrock Not Met,,276540,241600,to 100m,NEWCASTLE,,Meath,48,Public supply (Co Co),Poor,,8.7,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 723/8,,51to500m
2623NEW281,,Meath Co. Co.,Borehole,4.9,,Bedrock Not Met,,277920,240970,to 100m,JOHNSTOWN,,Meath,48,Public supply (Co Co),Poor,,8.7,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 713/8,,51to500m
2623NEW282,,Meath Co. Co.,Dug well,6.1,,Bedrock Not Met,,277350,240530,to 100m,JOHNSTOWN,,Meath,48,Public supply (Co Co),Poor,,8.7,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 720/28,,51to500m
2623NEW283,,Meath Co. Co.,Dug well,7.0,,Bedrock Not Met,,287060,247220,to 100m,BALLYGORTAGH,,Meath,43,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 650/563,,51to500m
2623NEW284,,Meath Co. Co.,Dug well,9.8,,Bedrock Not Met,,288750,240820,to 100m,DOLANSTOWN,,Meath,49,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 655/567,,51to500m
2623NEW285,,Meath Co. Co.,Borehole,43.0,,DTB Unknown,,288500,244600,to 100m,NEWTOWNRATHGANLEY,,Meath,49,Public supply (Co Co),,,,,,,,,,,,,,CO. CO. HAND PUMP,Map ref. 647/565,,51to500m
2623NEW286,,Meath Co Co.,Dug well,7.3,,Bedrock Not Met,,277550,243400,to 100m,KILCORNEY,,Meath,48,Public supply (Co Co),Poor,,16.4,,,,,,,,,,,CO. CO. HAND PUMP,Map ref. 715/552,,51to500m
2623NEW287,,MEATH CO .CO.,Dug well,2.7,,Bedrock Not Met,,276600,245400,to 100m,RATHCORE,,Meath,48,Public supply (Co Co),Poor,,2.2,,,,,,,,,,,"dry in summer, poor water.",Map ref. 721/544,,51to500m
2623NEW288,,Meath Co. Co.,Dug well,7.9,,DTB Unknown,,287650,248600,to 100m,MOYNALVY,,Meath,43,Public supply (Co Co),Poor,,21.8,,,,,,,,,,,,Map ref. 644/565,,51to500m
2623NEW298,SHOT POINT 95,SSL FRO AMBASSADOR OIL,Borehole,6.7,6.0,Bedrock Presumed,01/08/1961,278700,249860,to 100m,TROMMAN,,Meath,42,,,,,,,,,,,,,,,SP 95,,,51to500m
2623NEW299,BH 96,SSL FOR AMBASSADOR OIL,Borehole,6.4,,Bedrock Not Met,01/08/1961,279070,249770,to 100m,RATHMOLYON,,Meath,42,,,,,,,,,,,,,,,SP 96,,,51to500m
2623NEW300,BH 97,SSL FOR AMBASSADOR OIL,Borehole,5.5,,Bedrock Not Met,02/08/1961,279380,249570,to 100m,RATHMOLYON,,Meath,42,,,,,,,,,,,,,,,SP 97,,,51to500m
2623NEW301,SHOT POINT 98,SSL FOR AMBASSADOR OIL,Borehole,5.5,5.2,Bedrock Presumed,01/08/1961,279770,249350,to 100m,RATHMOYLAN,,Meath,42,,,,,,,,,,,,,,,SP 98,,,51to500m
2623NEW302,SHOT POINT 99,SSL FOR AMBASSADOR OIL,Borehole,6.1,5.5,Bedrock Presumed,02/08/1961,280160,249090,to 100m,KILL MORE,,Meath,42,,,,,,,,,,,,,,,SP 99,,,51to500m
2623NEW303,BH 100,SSL FOR AMBASSADOR OIL,Borehole,6.7,,Bedrock Not Met,02/08/1961,280450,248890,to 100m,KILL MORE,,Meath,42,,,,,,,,,,,,,,,SP 100,,,51to500m
2623NEW304,BH 101,SSL FOR AMBASSADOR OIL,Borehole,6.7,6.1,Bedrock Presumed,02/08/1961,280890,248860,to 100m,ISAACSTOWN,,Meath,42,,,,,,,,,,,,,,,SP 101,,,51to500m
2623NEW305,BH 102,SSL FOR AMBASSADOR OIL,Borehole,5.8,,Bedrock Not Met,02/08/1961,281220,248590,to 100m,ISAACSTOWN,,Meath,42,,,,,,,,,,,,,,,SP 102,,,51to500m
2623NEW306,BH 103,SSL FOR AMBASSADOR OIL,Borehole,14.9,,Bedrock Not Met,03/08/1961,281480,248450,to 100m,ISAACSTOWN,,Meath,42,,,,,,,,,,,,,,,SP 103,,,51to500m
2623NEW307,BH 104,SSL FOR AMBASSADOR OIL,Borehole,6.7,,Bedrock Not Met,03/08/1961,281800,248190,to 100m,CLONDOOGAN,,Meath,42,,,,,,,,,,,,,,,SP 104,,,51to500m
2623NEW308,BH 105,SSL FOR AMBASSADOR OIL,Borehole,8.5,,Bedrock Not Met,03/08/1961,282190,248130,to 100m,CLONDOOGAN,,Meath,42,,,,,,,,,,,,,,,SP 105,,,51to500m
2623NEW309,BH 106,SSL FOR AMBASSADOR OIL,Borehole,7.0,,DTB Unknown,04/08/1961,282570,248040,to 100m,CLONDOOGAN,,Meath,42,,,,,,,,,,,,,,,SP 106,,,51to500m
2623NEW310,BH 107,SSL FOR AMBASSADOR OIL,Borehole,9.7,,Bedrock Not Met,03/08/1961,282930,247890,to 100m,CLONDOOGAN,,Meath,42,,,,,,,,,,,,,,,SP 107,,,51to500m
2623NEW311,BH 108,SSL FOR AMBASSADOR OIL,Borehole,8.2,7.9,Bedrock Met,03/08/1961,283350,247860,to 100m,MOY,,Meath,43,,,,,,,,,,,,,,,SP 108,,,51to500m
2623NEW312,BH 109,SSL FOR AMBASSADOR OIL,Borehole,6.1,,Bedrock Not Met,03/08/1961,283770,247770,to 100m,SUMMERHILL DEMESNE,,Meath,43,,,,,,,,,,,,,,,SP 109,,,51to500m
2623NEW313,BH 110,SSL FOR AMBASSADOR OIL,Borehole,6.7,,DTB Unknown,04/08/1961,284160,247700,to 100m,SUMMERHILL DEMESNE,,Meath,43,,,,,,,,,,,,,,,SP 110,,,51to500m
2623NEW314,BH 111,SSL FOR AMBASSADOR OIL,Borehole,10.3,10.0,Bedrock Presumed,04/08/1961,284540,247570,to 100m,SUMMERHILL DEMESNE,,Meath,43,,,,,,,,,,,,,,,SP 111,,,51to500m
2623NEW315,BH 112,SSL FOR AMBASSADOR OIL,Borehole,13.1,,Bedrock Met,04/08/1961,284930,247700,to 100m,SUMMERHILL DEMESNE,,Meath,43,,,,,,,,,,,,,,,SP 112,,,51to500m
2623NEW316,BH 113,SSL FOR AMBASSADOR OIL,Borehole,13.1,,Bedrock Met,04/08/1961,285190,247730,to 100m,SUMMERHILL DEMESNE,,Meath,43,,,,,,,,,,,,,,,SP 113,,,51to500m
2623NEW317,BH 114,SSL FOR AMBASSADOR OIL,Borehole,9.7,,Bedrock Not Met,04/08/1961,285570,247840,to 100m,SPRINGVALLEY,,Meath,43,,,,,,,,,,,,,,,SP 114,,,51to500m
2623NEW318,BH 115,SSL FOR AMBASSADOR OIL,Borehole,12.8,11.0,Bedrock Met,05/08/1961,286000,247890,to 100m,SPRINGVALLEY,,Meath,43,,,,,,,,,,,,,,,SP 115,,,51to500m
2623NEW319,BH 116,SSL FOR AMBASSADOR OIL,Borehole,12.5,,Bedrock Met,05/08/1961,286410,247890,to 100m,BALLYGORTAGH,,Meath,43,,,,,,,,,,,,,,,SP 116,,,51to500m
2623NEW320,BH 117,SSL FOR AMBASSADOR OIL,Borehole,12.8,11.6,Bedrock Met,05/08/1961,286790,247860,to 100m,BALLYGORTAGH,,Meath,43,,,,,,,,,,,,,,,SP 117,,,51to500m
2623NEW321,BH 118,SSL FOR AMBASSADOR OIL,Borehole,12.8,11.6,Bedrock Met,05/08/1961,287130,247700,to 100m,BALLYGORTAGH,,Meath,43,,,,,,,,,,,,,,,SP 118,,,51to500m
2623NEW322,SHOT POINT 119,SSL FOR AMBASSADOR OIL,Borehole,37.2,35.1,Bedrock Met,08/08/1961,287510,247610,to 100m,KNOCKSTOWN,,Meath,43,,,,,,,,,,,,,,,SP 119,,,51to500m
2623NEW323,BH 120,SSL FOR AMBASSADOR OIL,Borehole,6.7,,Bedrock Not Met,09/08/1961,287910,247480,to 100m,KNOCKSTOWN,,Meath,43,,,,,,,,,,,,,,,SP 120,,,51to500m
2623NEW324,BH 121,SSL FOR AMBASSADOR OIL,Borehole,7.3,6.1,Bedrock Met,09/08/1961,288320,247350,to 100m,KNOCKSTOWN,,Meath,43,,,,,,,,,,,,,,,SP 121,,,51to500m
2623NEW325,BH 122,SSL FOR AMBASSADOR OIL,Borehole,6.7,,Bedrock Not Met,09/08/1961,288640,247130,to 100m,KILMORE,,Meath,43,,,,,,,,,,,,,,,SP 122,,,51to500m
2623NEW326,BH 123,SSL FOR AMBASSADOR OIL,Borehole,15.2,13.7,Bedrock Met,09/08/1961,288960,246890,to 100m,KILMORE,,Meath,43,,,,,,,,,,,,,,,SP 123,,,51to500m
2623NEW327,BH 124,SSL FOR AMBASSADOR OIL,Borehole,12.8,,Bedrock Not Met,10/08/1961,289280,246700,to 100m,KILMORE,,Meath,43,,,,,,,,,,,,,,,SP 124,,,51to500m
2623NEW328,BH 125,SSL FOR AMBASSADOR OIL,Borehole,9.7,,DTB Unknown,10/08/1961,289630,246380,to 100m,KILMORE,,Meath,43,,,,,,,,,,,,,,,SP 125,,,51to500m
2623NEW329,BH 141,SSL FOR AMBASSADOR OIL,Borehole,7.3,3.0,Bedrock Met,12/08/1961,286830,249970,to 100m,CLONYMEATH,,Meath,43,,,,,,,,,,,,,,,SP 141,,,51to500m
2623NEW330,BH 142,SSL FOR AMBASSADOR OIL,Borehole,10.6,3.0,Bedrock Met,12/08/1961,287240,249860,to 100m,ARODSTOWN,,Meath,43,,,,,,,,,,,,,,,SP 142,,,51to500m
2623NEW331,BH 143,SSL FOR AMBASSADOR OIL,Borehole,6.1,4.6,Bedrock Met,12/08/1961,287630,249770,to 100m,ARODSTOWN,,Meath,43,,,,,,,,,,,,,,,SP 143,,,51to500m
2623NEW332,BH 144,SSL FOR AMBASSADOR OIL,Borehole,9.1,,Bedrock Not Met,17/08/1961,288030,249670,to 100m,ARODSTOWN,,Meath,43,,,,,,,,,,,,,,,SP 144,,,51to500m
2623NEW333,BH 145,SSL FOR AMBASSADOR OIL,Borehole,9.1,,Bedrock Not Met,17/08/1961,288420,249570,to 100m,ARODSTOWN,,Meath,43,,,,,,,,,,,,,,,SP 145,,,51to500m
2623NEW334,BH 146,SSL FOR AMBASSADOR OIL,Borehole,9.1,,Bedrock Not Met,17/08/1961,288770,249480,to 100m,ARODSTOWN,,Meath,43,,,,,,,,,,,,,,,SP 146,,,51to500m
2623NEW335,BH 147,SSL FOR AMBASSADOR OIL,Borehole,10.6,3.0,Bedrock Met,14/08/1961,289180,249380,to 100m,ARODSTOWN,,Meath,43,,,,,,,,,,,,,,,SP 147,,,51to500m
2623NEW336,BH 148,SSL FOR AMBASSADOR OIL,Borehole,10.6,3.0,Bedrock Met,14/08/1961,289570,249250,to 100m,WOODTOWN,,Meath,43,,,,,,,,,,,,,,,SP 148,,,51to500m
2623NEW337,BH 149,SSL FOR AMBASSADOR OIL,Borehole,10.6,3.0,Bedrock Met,14/08/1961,290000,249160,to 100m,WOODTOWN,,Meath,43,,,,,,,,,,,,,,,SP 149,,,51to500m
2623NEW338,SHOT POINT 179,SSL FOR AMBASSADOR OIL,Borehole,7.6,3.6,,24/08/1961,280670,249380,to 100m,COOLDERRY,,Meath,42,,,,,,,,,,,,,,,SP 179,,,51to500m
2623NEW338,SHOT POINT 179,SSL FOR AMBASSADOR OIL,Borehole,7.6,3.6,Bedrock Presumed,23/08/1961,280960,249660,to 100m,COOLDERRY,,Meath,42,,,,,,,,,,,,,,,,,,51to500m
2623NEW340,SHOT POINT 181,SSL FOR AMBASSADOR OIL,Borehole,7.6,3.3,Bedrock Presumed,24/08/1961,280450,249000,to 100m,KILL MORE,,Meath,42,,,,,,,,,,,,,,,SP 181,,,51to500m
2623NEW341,BH 182,SSL FOR AMBASSADOR OIL,Borehole,7.6,,Bedrock Not Met,24/08/1961,280320,248670,to 100m,KILL BEG,,Meath,42,,,,,,,,,,,,,,,SP 182,,,51to500m
2623NEW342,Warm Spring    1003W,,Spring,,,,,289940,243280,to 100m,KEMMINS MILL,,Meath,49,Unknown,Low Spring,,,,,,,,,,,,,,accuracy given to 100m,Temp range  13 -  15  degrees C,51to500m
2623NEW343,Warm Spring    1003aW,,Spring,,,,,289880,243340,to 100m,KEMMINS MILL,,Meath,49,Unknown,Low Spring,,,,,,,,,,,,,,accuracy given as 100m,Temp range  14  - 15  degrees C,51to500m
2623NEW344,Warm Spring   1002W,Brides Well,Spring,,,,,289230,242680,to 100m,CALGATH,,Meath,49,Unknown,Low Spring,,,,,,,,,,,,,,accuracy given as 100m,Temp range  13 - 14  degrees C     High winter yield   155.5 m3/d   jan    1982,51to500m
2623NWW056,,,Dug well,4.9,,Bedrock Not Met,,262350,246600,to 100m,KILWARDEN,,Meath,40,,,,,,,,,,,,,,,"On 6 map location near the letter ""i"" in Kilwarden.""",,,51to500m
2623NWW067,,Meath County Council,Dug well,7.0,,Bedrock Not Met,,269590,244930,to 100m,BOYNE DOCK,,Meath,47,Public supply (Co Co),Poor,,10.0,,,,,,,,,,,Co. Co. Hand Pump,,,51to500m
2623NWW068,,Meath Co. Co.,Borehole,47.9,10.0,Bedrock Presumed,,270360,245600,to 100m,MIDDLEBOROUGH,,Meath,47,Public supply (Co Co),Poor,,16.4,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 703/539,,51to500m
2623NWW069,,Meath Co. Co.,Dug well,9.8,,Bedrock Not Met,,271530,245550,to 100m,LONGWOOD,,Meath,47,Public supply (Co Co),Poor,,10.9,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 702/534,,51to500m
2623NWW070,,Meath Co. Co.,Dug well,3.7,,Bedrock Not Met,,270900,246620,to 100m,DERRINLIG,,Meath,41,Public supply (Co Co),Poor,,9.8,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 705/,,51to500m
2623NWW071,,Meath Co. Co.,Borehole,32.0,,DTB Unknown,,272270,248530,to 100m,BALLYCLARE,,Meath,41,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 701/542,,51to500m
2623NWW072,,,Dug well,3.0,,Bedrock Not Met,,270180,247950,to 100m,MOYFIN,,Meath,41,,Poor,,9.8,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 704/540,,51to500m
